This file was created by CMPT_ME_PRIOR_RETS using the 201509 CRSP database.
It contains value- weighted returns for the intersections of  2 ME portfolios
and  3 prior return portfolios.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  PRIOR_RET is from - 1 to - 1.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
               Small                 Big         
          Low     2    High    Low     2    High 
195201  -3.93   1.06   7.69  -2.68   1.42   7.48
195202  -3.87   1.59   8.24  -3.73   1.61   7.24
195203  -7.32  -2.14   4.28  -6.24  -1.85   2.60
195204  -2.60   2.45   8.74  -1.70   2.21   9.29
195205 -10.50  -3.99   1.13  -9.89  -4.40   0.20
195206  -2.62   2.13   8.26  -1.75   2.50   6.98
195207  -2.22   2.33   9.47  -1.78   2.55   7.51
195208  -4.19   0.83   6.51  -3.14   0.80   5.45
195209  -5.23  -0.18   5.76  -3.90  -0.41   3.64
195210  -6.86  -1.63   4.39  -6.49  -1.73   2.67
195211  -6.48  -1.29   4.26  -5.70  -1.09   2.65
195212   0.01   5.15  12.26   0.63   5.45  11.70
195301  -3.25   1.43   8.78  -2.16   1.92   7.41
195302  -3.54   2.02   9.15  -3.05   1.59   7.56
195303  -3.74   0.67   7.30  -3.02   0.13   4.84
195304  -6.96  -1.34   5.12  -5.68  -1.13   4.72
195305  -7.41  -2.53   2.64  -6.43  -2.39   2.20
195306  -4.03   0.19   5.59  -3.58   0.48   4.49
195307  -7.91  -3.33   1.71  -6.88  -2.90   0.67
195308  -2.71   1.74   7.27  -1.56   1.70   5.44
195309 -12.27  -4.79   1.11 -10.33  -4.93   0.18
195310  -6.56  -0.96   4.99  -5.36  -0.73   3.60
195311  -2.56   3.48  10.91  -0.75   3.43   8.97
195312  -3.16   2.06   9.67  -2.63   1.90   6.96
195401  -8.27  -1.42   5.62  -6.08  -0.47   4.20
195402   0.47   6.58  14.33   0.81   6.24  12.04
195403  -3.91   1.01   8.40  -2.99   1.16   5.98
195404  -3.77   2.34  10.21  -1.93   2.61   9.06
195405  -5.67   0.96   8.84  -4.67   1.86   8.95
195406  -1.94   3.31  12.40  -1.37   3.60   9.72
195407  -4.68   0.63   8.53  -5.80   1.00   8.65
195408  -0.40   6.05  16.90  -0.39   5.48  13.44
195409  -7.79  -1.29   6.96  -6.99  -2.24   3.56
195410  -1.64   3.72  11.14  -0.80   4.08  11.52
195411  -6.95  -1.21   6.31  -5.91  -1.61   4.91
195412   1.15   8.24  20.55   3.01   8.40  17.54
195501  -0.32   7.39  19.90   0.95   6.57  16.73
195502  -5.60   0.40   9.66  -4.18   0.48   7.07
195503  -2.89   3.55  12.68  -2.02   3.47   9.97
195504  -6.51  -0.92   8.55  -5.24  -1.01   6.28
195505  -5.16   1.57  10.03  -4.00   2.04   8.49
195506  -5.51   0.19   7.23  -4.45  -0.37   6.67
195507  -3.31   2.35  11.55  -2.18   2.49  13.15
195508  -6.10   0.15   8.02  -4.47   0.36  11.27
195509  -4.99  -0.12   7.25  -3.73   0.11   6.01
195510  -7.21  -1.45   6.32  -6.62  -1.82   6.34
195511  -7.53  -2.06   4.70  -6.47  -1.62   3.65
195512  -1.80   4.78  14.82   0.19   5.47  12.17
195601  -3.84   1.19  10.75  -3.64   1.54   8.64
195602  -8.17  -2.28   4.51  -7.20  -2.82   2.68
195603  -2.53   2.68  10.82  -1.08   2.67   8.14
195604  -2.94   4.04  14.54  -0.79   4.23  13.76
195605  -6.95  -0.60   8.15  -5.11  -0.34   7.98
195606  -9.94  -4.11   2.04  -9.42  -4.52   0.86
195607  -3.46   1.57   8.51  -2.13   1.46   8.27
195608  -2.17   3.11  10.89  -1.10   3.75  10.87
195609  -7.65  -2.06   4.61  -7.25  -2.36   3.26
195610  -8.53  -3.58   2.00  -8.06  -3.83   0.03
195611  -4.83   0.43   7.28  -3.41   0.55   5.05
195612  -6.10  -0.20   7.44  -4.76   0.01   7.52
195701  -4.65   1.51  10.88  -2.95   1.98   8.53
195702  -6.79   0.03   7.97  -7.36  -0.26   4.99
195703  -7.85  -2.06   3.66  -6.78  -2.19   2.52
195704  -3.42   1.63   8.75  -1.71   1.87   7.30
195705  -3.91   1.64  10.86  -3.00   1.95   8.64
195706  -4.13   1.29  10.22  -3.42   1.65   8.38
195707  -6.76  -1.45   5.74  -6.09  -1.42   4.26
195708  -5.27   0.39   7.29  -4.24   0.65   5.05
195709 -11.67  -4.96   1.83 -10.09  -4.91   0.63
195710 -12.38  -4.98   1.26 -10.51  -5.19   0.83
195711 -14.98  -5.67   0.61 -13.16  -5.19   0.01
195712  -5.28   1.72  10.41  -4.27   2.04   8.99
195801 -13.99  -4.49   4.98 -12.11  -4.95   3.13
195802   0.82   9.47  21.82   1.89   8.35  18.17
195803  -8.11  -1.01   6.01  -5.73  -0.86   4.41
195804  -2.95   2.87  11.23  -1.78   2.80   9.53
195805  -4.72   2.49  12.33  -2.71   2.56   7.87
195806  -2.49   3.04  12.06  -1.71   3.00   8.89
195807  -3.00   2.55  11.05  -1.73   2.39   7.41
195808  -2.20   4.56  14.02  -1.12   5.03  11.85
195809  -3.28   2.13  10.96  -2.12   2.25   8.25
195810  -2.26   4.25  14.15  -1.19   4.49  11.44
195811  -4.60   2.15  13.86  -3.05   1.96   9.57
195812  -3.40   3.20  14.41  -2.04   2.74  10.30
195901  -3.76   3.06  13.23  -1.90   3.10  11.69
195902  -3.83   3.35  14.31  -2.96   2.96  10.16
195903  -4.28   1.96  11.62  -5.18   2.63   8.91
195904  -6.45   0.50  10.43  -5.18   0.28   6.78
195905  -5.51   1.36  12.62  -4.77   2.25  10.74
195906  -6.40   0.02   8.77  -4.90  -0.40   8.96
195907  -6.26  -0.18   8.16  -5.01  -0.45   8.04
195908  -4.47   2.37  12.43  -3.13   2.30   9.44
195909  -8.09  -1.53   5.75  -7.34  -1.69   4.06
195910 -10.18  -4.86   2.01  -9.09  -4.71  -0.11
195911  -5.50   1.35  11.61  -4.08   1.13   9.37
195912  -5.74   0.59  11.08  -3.81   0.10   9.01
196001  -4.74   1.64  10.98  -4.34   2.08   7.29
196002 -11.79  -3.98   3.39 -10.99  -4.68   2.31
196003  -5.89   0.25  10.48  -4.53   0.15   8.47
196004  -9.74  -2.36   4.63  -8.61  -1.97   3.36
196005 -10.17  -2.05   7.09  -8.07  -1.78   4.74
196006  -5.74   1.25  14.64  -5.23   1.25  11.43
196007  -6.22   1.53  12.36  -5.76   1.61   8.97
196008  -8.93  -1.98   5.25  -8.13  -0.96   3.72
196009  -3.47   3.06  14.05  -2.67   3.10   8.34
196010 -12.77  -6.10   1.35 -11.08  -5.66  -0.04
196011 -10.73  -2.31   5.17  -8.30  -1.62   4.25
196012  -3.63   4.14  13.56  -1.77   4.26  11.50
196101  -3.42   3.35  12.31  -1.63   3.72  10.74
196102  -1.19   8.04  17.80  -0.28   7.69  14.96
196103  -2.58   5.35  15.94  -1.28   5.04  13.95
196104  -3.91   3.92  17.82  -2.43   3.89  12.27
196105  -7.66   0.03  11.78  -6.82   0.28   8.86
196106  -4.95   3.70  14.01  -2.24   3.66  11.77
196107 -11.99  -4.39   2.98  -9.72  -4.02   2.34
196108  -5.48   1.04   8.33  -4.44   1.54   7.14
196109  -6.41   1.53  11.87  -3.17   1.28   9.34
196110  -9.96  -3.27   4.78  -9.54  -2.74   4.28
196111  -6.24   1.24  11.76  -5.59   1.54   9.89
196112  -3.75   3.79  14.52  -2.04   4.18  11.36
196201  -7.87  -0.99   8.01  -6.33  -1.01   4.86
196202  -9.33  -1.55   8.28  -7.59  -1.53   5.83
196203  -5.57   1.51   9.04  -3.48   0.97   6.32
196204  -7.30  -0.83   6.37  -7.03  -0.94   4.80
196205 -14.16  -6.87  -0.19 -13.11  -5.65  -1.13
196206 -16.88  -9.73  -2.75 -15.64  -9.01  -3.03
196207 -16.25  -8.48  -1.12 -14.63  -8.27  -3.14
196208  -1.63   5.30  16.06  -1.20   6.25  13.72
196209  -5.01   1.94  13.28  -3.47   2.38   9.22
196210 -13.85  -5.92   1.05 -11.29  -5.75  -0.31
196211 -10.34  -2.05   5.58  -8.40  -1.36   4.23
196212   3.07  12.74  25.55   5.88  12.27  21.52
196301  -9.48  -1.15   7.74  -6.70  -0.41   5.39
196302  -0.50   7.34  18.23   1.54   7.21  13.50
196303  -8.25  -1.70   6.03  -6.30  -1.70   3.37
196304  -4.85   1.41  10.35  -2.70   1.92   7.28
196305  -4.54   3.45  13.04  -1.76   4.00   9.82
196306  -4.56   2.15  12.87  -2.39   2.02   9.55
196307  -7.59  -1.67   6.03  -6.17  -1.76   3.14
196308  -7.75  -1.21   7.53  -5.93  -1.07   3.69
196309  -2.57   4.45  14.57   0.02   4.57  11.83
196310  -8.86  -2.31   6.84  -6.93  -2.27   3.12
196311  -6.32   0.91  11.81  -4.11   1.23   9.29
196312  -7.44  -1.14   6.15  -5.98  -1.18   4.13
196401  -6.57   0.35   9.57  -4.74   0.42   6.91
196402  -6.42   1.48  12.62  -4.57   2.15   7.83
196403  -4.70   1.75  12.44  -2.50   1.28   8.02
196404  -5.44   2.20  14.25  -2.73   2.04  10.19
196405  -8.31  -0.82   9.22  -5.94  -0.23   5.78
196406  -5.79   0.69  10.06  -3.96   0.47   6.75
196407  -5.50   1.32  10.28  -3.09   0.95   6.69
196408  -4.61   2.13  12.13  -2.76   2.59   8.18
196409  -7.64  -1.03   7.44  -5.31  -1.25   3.75
196410  -3.57   2.86  14.42  -1.69   3.03   9.12
196411  -5.92   1.12  10.73  -4.05   0.90   7.51
196412  -7.15  -0.11   8.58  -4.67   0.41   5.05
196501  -7.32  -1.00   7.55  -5.33  -0.71   4.19
196502  -2.15   5.33  15.63  -1.00   4.88  11.59
196503  -4.27   2.19  12.17  -3.30   1.58   8.97
196504  -6.18  -0.03   9.04  -4.53  -0.11   5.31
196505  -3.98   2.99  13.55  -2.25   2.58   9.51
196506  -7.51  -1.50   7.76  -5.66  -1.30   4.15
196507 -14.06  -7.54  -1.06 -12.33  -6.73  -2.27
196508  -3.68   2.25  11.10  -2.29   2.50   8.70
196509  -2.62   3.48  13.74  -0.79   3.32  10.03
196510  -4.82   2.08  13.61  -3.10   2.26   8.73
196511  -3.14   3.50  15.83  -2.33   3.57  11.31
196512  -6.09   1.73  17.87  -4.74   0.71  11.80
196601  -5.23   1.75  15.36  -3.23   1.57  11.03
196602  -4.97   2.97  17.10  -3.76   1.57  11.77
196603  -7.08  -0.58  14.90  -5.80  -1.00   8.54
196604 -10.19  -3.01   9.31  -7.54  -3.22   4.00
196605  -5.17   2.15  16.34  -3.92   2.17  10.56
196606 -15.87  -7.22   0.95 -13.82  -6.52  -0.65
196607  -7.26  -1.01   8.34  -6.04  -1.21   6.11
196608  -8.42  -1.55   6.81  -7.67  -1.10   4.59
196609 -17.04  -9.28  -1.71 -16.06  -8.50  -2.78
196610  -9.32  -1.43   7.21  -9.04  -1.16   5.74
196611  -9.76   1.24  11.16  -8.37   1.65  10.57
196612  -6.43   1.84  17.70  -5.41   1.65  16.04
196701  -6.58   0.59  13.30  -5.37   0.69   8.41
196702   2.64  13.55  29.79   3.19  12.58  24.28
196703  -5.93   1.13  14.04  -4.42   0.84   8.47
196704  -4.48   4.27  18.86  -2.32   3.99  14.32
196705  -4.81   2.98  15.57  -2.55   3.01  12.14
196706 -10.95  -2.49   9.54  -8.40  -2.69   6.19
196707  -4.24   3.64  21.11  -3.02   3.57  13.61
196708  -2.88   5.87  20.88  -1.84   6.35  16.35
196709  -8.11  -0.38  10.94  -6.14  -0.80   7.38
196710  -5.24   2.47  18.65  -3.79   2.96  10.77
196711 -13.29  -4.22   8.69 -11.39  -4.58   5.46
196712  -8.16  -0.14  11.11  -6.79   0.37   8.38
196801  -3.69   3.90  21.04  -2.62   3.78  13.91
196802 -11.44  -0.43  13.60 -11.13  -1.52   7.62
196803 -13.77  -4.10   5.07 -11.24  -3.31   2.47
196804  -8.70  -0.96   8.52  -6.50  -0.85   7.03
196805   1.00  10.89  28.00   1.84  10.39  21.82
196806  -3.72   4.31  20.93  -2.94   3.99  15.14
196807  -7.97   1.40  13.38  -5.71   1.21  10.20
196808 -12.44  -3.41   8.55 -10.41  -3.12   5.71
196809  -5.48   2.30  13.95  -4.27   1.53   9.51
196810  -3.31   4.96  17.28  -1.38   4.87  15.61
196811  -8.45   1.39  11.13  -6.02   1.93   9.14
196812  -1.47   6.78  18.29  -1.00   6.55  15.56
196901  -9.76  -2.48  10.50  -8.15  -3.01   6.41
196902  -9.14  -1.34   9.28  -7.00  -0.75   6.46
196903 -15.48  -7.15   0.23 -12.85  -6.72  -1.05
196904  -6.90   1.07  12.21  -5.10   1.16   8.79
196905  -8.52   0.39  11.66  -5.03   0.88   7.86
196906  -8.73  -0.59  10.88  -6.48  -0.77   6.16
196907 -18.63  -9.22  -0.85 -16.30  -8.62  -1.10
196908 -17.65  -7.45   0.79 -14.98  -6.73  -0.76
196909  -4.06   4.26  16.41  -2.58   4.50  13.77
196910 -12.08  -2.36   9.97 -10.39  -1.91   6.11
196911  -3.10   7.09  22.05  -0.46   7.03  15.81
196912 -13.22  -4.80   4.61 -10.75  -4.70   1.69
197001 -15.52  -4.36   7.04 -11.58  -3.94   3.81
197002 -18.03  -4.67   5.92 -15.25  -5.81   3.05
197003  -6.15   4.36  18.17  -3.81   5.37  14.09
197004 -11.19  -0.84   8.80  -7.78  -0.91   5.73
197005 -25.36 -12.08  -3.50 -21.66 -11.69  -5.29
197006 -19.43  -8.34   1.02 -17.15  -7.43   0.50
197007 -18.86  -6.47   4.67 -16.82  -6.96   2.71
197008  -5.78   6.67  22.15  -1.49   8.23  16.46
197009  -3.97   5.61  18.84  -1.50   5.80  15.40
197010  -2.40   7.55  25.24  -1.72   7.66  20.21
197011 -16.53  -4.12   7.84 -13.62  -3.14   3.79
197012  -7.23   3.42  14.02  -4.30   4.07  11.25
197101  -2.38   8.67  21.57   0.90   8.11  17.07
197102  -0.83   8.67  24.38  -0.03   8.07  18.12
197103  -5.70   1.93  15.01  -4.28   1.97   9.17
197104  -4.84   4.24  17.90  -2.51   4.48  13.31
197105  -6.85   2.25  15.71  -4.72   2.25  10.94
197106 -12.06  -4.64   4.94  -9.18  -4.63   1.93
197107  -9.61  -0.98   9.30  -7.47  -0.62   7.21
197108 -14.51  -4.20   4.36 -12.33  -4.13   2.43
197109  -5.48   4.61  16.76  -3.42   5.08  13.55
197110  -9.55  -1.52   9.82  -7.21  -0.71   5.32
197111 -15.08  -4.75   4.12 -13.00  -3.69   2.88
197112 -10.75  -2.06   6.97  -8.82  -1.33   3.92
197201   0.60  10.68  23.75   3.29  10.04  19.68
197202  -4.86   4.93  20.29  -3.04   4.53  15.69
197203  -6.43   2.32  14.42  -4.28   1.81  11.05
197204  -8.81  -0.13  11.54  -7.07   0.17   7.00
197205  -8.89  -0.05  12.15  -5.68   0.03   7.16
197206 -10.31  -1.69   9.21  -7.77  -0.58   6.63
197207 -12.04  -3.08   7.07 -10.56  -2.56   4.67
197208 -11.82  -2.26   7.36 -11.16  -1.80   4.89
197209  -7.86   2.47  14.03  -4.67   2.58  11.44
197210 -10.53  -2.48   5.60  -9.03  -1.45   3.67
197211 -10.26  -0.49   9.75  -6.77   0.61   7.58
197212  -4.31   6.06  18.65  -1.41   5.69  14.72
197301 -10.08  -2.03   9.30  -8.56  -1.03   5.58
197302 -15.89  -5.06   7.01 -14.14  -4.65   4.65
197303 -16.57  -6.28   2.82 -13.43  -5.30   1.29
197304 -12.21  -2.32   8.13  -9.64  -1.79   4.42
197305 -18.73  -5.87   4.25 -15.48  -5.41   1.45
197306 -18.03  -6.10   4.39 -14.63  -4.72   2.85
197307 -14.14  -2.91   8.00 -11.72  -2.25   4.23
197308  -3.21   9.56  30.25  -1.24   8.85  24.29
197309 -13.83  -3.63   8.25 -10.99  -3.76   5.18
197310  -1.67   9.38  26.31  -1.25   9.00  19.17
197311 -13.42  -1.27  13.90  -9.74  -0.72   9.08
197312 -30.20 -17.44  -3.18 -28.02 -16.07  -4.63
197401 -14.04  -1.12  14.71 -10.17  -1.13  11.18
197402  -5.13   8.23  29.71  -4.80   7.71  22.62
197403  -9.40   0.27  14.12  -6.61  -0.08   8.58
197404 -11.34  -1.61  11.57  -9.79  -2.14   5.11
197405 -15.52  -5.80   4.39 -14.49  -5.07   2.32
197406 -16.90  -6.94   2.80 -16.31  -6.17   3.19
197407 -13.67  -2.92   8.38 -12.06  -2.28   4.48
197408 -16.86  -4.10   7.83 -14.80  -4.89   5.71
197409 -20.45  -8.73   2.90 -18.55  -9.07   0.43
197410 -21.04  -7.90   4.80 -19.59  -8.19   2.88
197411  -4.45  10.06  36.65  -2.96  12.23  30.12
197412 -15.34  -3.65  10.85 -12.92  -4.24   5.56
197501 -18.04  -6.22   7.30 -14.51  -4.81   4.36
197502   6.22  26.38  56.24   6.81  24.93  43.44
197503  -8.30   2.75  22.44  -5.61   3.54  15.78
197504  -5.14   5.43  25.20  -3.76   5.29  16.76
197505  -9.35   2.54  20.86  -6.59   2.12  15.72
197506  -4.89   5.30  25.26  -3.33   5.08  17.90
197507  -3.87   6.44  24.40  -1.72   6.16  16.77
197508 -14.94  -4.74   8.01 -12.20  -4.96   3.98
197509 -13.12  -4.31   5.07 -11.06  -3.57   3.06
197510 -12.78  -2.97   6.72 -10.92  -3.06   2.79
197511  -7.94   3.16  17.82  -6.29   4.71  13.13
197512  -7.17   2.29  15.87  -4.52   3.07  10.14
197601  -9.09  -0.94   9.87  -7.71  -0.47   5.16
197602   4.12  17.53  37.14   6.07  16.94  29.73
197603  -4.56   5.34  23.47  -4.60   4.19  16.90
197604  -8.11   0.71  15.05  -6.39   1.05   9.16
197605 -10.23  -1.37   9.49  -8.44  -1.41   4.91
197606 -10.34  -1.79   8.61  -8.41  -2.28   5.84
197607  -4.30   3.88  16.18  -1.81   4.75  12.94
197608  -8.74  -0.19   9.50  -6.17  -0.38   6.88
197609 -10.22  -1.21   8.45  -7.79  -0.85   5.71
197610  -6.08   1.74  12.60  -4.00   2.24   8.26
197611 -10.41  -2.19   6.59  -8.18  -2.69   3.10
197612  -5.29   2.81  14.29  -4.43   2.30  10.45
197701  -0.45   8.06  21.77   1.11   7.86  15.20
197702 -10.04  -0.58  12.77  -9.32  -0.93   6.87
197703  -9.45  -1.94   8.07  -7.62  -2.45   3.16
197704  -7.77  -0.15  10.43  -5.79  -0.42   6.52
197705  -6.45   1.05  12.16  -5.71   1.22   8.50
197706  -8.63  -0.64   8.96  -6.53  -0.35   4.88
197707  -1.97   5.40  17.89  -0.73   5.70  12.57
197708  -9.16  -0.98   7.88  -7.49  -0.90   4.29
197709  -9.41  -1.85   7.54  -7.08  -2.16   4.64
197710  -6.98   0.03  10.98  -4.75   0.04   5.38
197711 -10.93  -3.25   5.40  -8.53  -3.07   2.69
197712  -1.28   6.52  19.44   0.34   6.04  14.89
197801  -6.68  -0.05  10.55  -5.17  -0.09   5.55
197802 -11.43  -4.47   5.36 -10.28  -4.77   1.89
197803  -6.72   0.14  10.17  -5.43  -0.28   5.94
197804  -2.43   5.13  17.64  -1.87   4.70  13.65
197805  -1.36   7.53  20.00   0.21   7.77  15.42
197806  -3.88   3.51  17.70  -2.60   3.09  11.87
197807  -9.41  -1.29  10.18  -6.98  -1.35   6.04
197808  -3.07   4.64  18.70  -1.06   5.10  13.28
197809  -3.63   4.87  21.81  -1.75   4.56  16.03
197810  -9.75  -1.50   9.26  -6.95  -1.48   5.01
197811 -29.90 -16.76  -3.68 -27.28 -14.35  -6.27
197812  -4.26   3.61  18.16  -3.19   3.38  12.80
197901  -7.63   0.35  11.75  -5.10   0.40   8.15
197902  -1.10   7.33  21.22   0.84   6.49  17.25
197903 -11.03  -3.37   5.92  -9.46  -3.10   2.37
197904  -1.17   7.19  22.25   0.22   7.07  17.69
197905  -6.66   0.60  12.80  -4.93   0.71   8.60
197906  -9.62  -1.81   9.27  -7.45  -1.37   4.68
197907  -3.97   4.13  20.40  -1.74   4.13  13.32
197908  -6.02   2.08  13.55  -3.51   2.23  10.27
197909  -1.81   6.52  20.30   0.34   6.62  15.48
197910  -9.10  -1.55  10.74  -7.41  -2.02   6.67
197911 -18.85  -9.68   0.17 -15.71  -9.22  -2.11
197912  -2.69   6.44  21.82  -2.06   6.33  17.05
198001  -4.89   2.92  19.25  -3.10   2.71  13.41
198002  -4.83   4.95  24.25  -4.53   5.50  17.96
198003 -12.51  -4.14   9.81 -11.11  -4.60  10.66
198004 -25.94 -13.48  -3.07 -23.66 -13.26  -1.81
198005  -4.90   5.80  18.99  -3.03   5.79  14.99
198006  -1.57   7.06  18.85   0.89   6.69  15.51
198007  -4.83   3.39  15.19  -2.77   3.73  12.36
198008  -2.39   8.52  25.82  -1.58   8.59  21.55
198009  -5.61   2.52  17.86  -4.23   2.42  13.71
198010  -6.87   1.62  16.43  -4.33   1.46  12.51
198011  -7.90   0.48  17.73  -6.60   0.97  11.82
198012  -6.41   3.19  27.03  -4.51   4.25  23.88
198101 -13.45  -2.23   9.91 -12.13  -1.53   7.97
198102 -12.34  -0.41  12.13 -11.37  -1.36   9.30
198103  -8.30   1.20  13.08  -5.86   1.24  10.33
198104  -3.31   7.05  22.64  -2.51   6.90  20.63
198105  -9.73   0.97  14.73  -8.86   0.60  10.20
198106  -7.24   1.34  16.10  -6.43   1.56  10.25
198107 -12.94  -0.38  11.17  -9.89  -1.17   8.97
198108 -11.22  -2.52   9.29 -10.05  -2.33   8.93
198109 -16.86  -6.52   3.43 -13.43  -6.44   1.10
198110 -17.69  -6.18   4.08 -15.63  -5.93   1.98
198111  -4.46   6.23  22.41  -3.66   6.39  18.96
198112  -7.11   3.32  16.13  -4.80   3.55  12.47
198201 -11.47  -2.41   8.48  -8.70  -2.47   5.00
198202 -12.83  -2.53   9.25 -11.25  -2.49   5.88
198203 -15.27  -3.54   6.91 -14.14  -3.51   4.00
198204 -11.75  -0.26  11.76  -9.26  -0.17   8.29
198205  -4.91   4.34  18.19  -2.70   4.68  12.59
198206 -12.73  -2.92   6.96 -11.46  -3.06   4.25
198207 -13.28  -2.04   9.17 -10.26  -2.08   6.05
198208 -12.94  -1.26  10.09 -10.47  -1.34   6.54
198209  -1.19  10.74  24.93   1.21  11.51  21.76
198210  -8.74   2.21  15.14  -5.41   1.93  12.11
198211   0.70  12.24  31.03   3.17  11.72  26.81
198212  -5.22   6.05  25.19  -3.50   5.97  18.06
198301  -9.71   0.68  15.30  -7.61   1.03   9.96
198302  -4.97   4.47  22.33  -4.15   3.56  15.15
198303  -6.13   4.68  18.52  -3.70   3.97  13.81
198304  -6.98   3.60  18.50  -4.38   3.85  13.46
198305  -4.53   5.85  21.42  -2.35   6.49  16.16
198306  -6.17   3.90  21.89  -4.79   3.49  14.86
198307  -7.50   2.60  18.65  -4.78   3.03  12.79
198308 -13.77  -2.00   9.24 -10.60  -1.96   5.93
198309 -11.64  -1.07   9.18  -9.00  -0.93   7.70
198310  -9.07   2.90  13.29  -5.68   3.13  10.39
198311 -15.73  -3.09   7.43 -13.15  -2.74   5.82
198312  -5.58   4.40  17.32  -4.57   4.00  13.46
198401 -10.47  -1.32   8.90  -8.51  -1.69   5.39
198402 -12.83  -0.97  10.34  -9.00  -1.53   8.90
198403 -15.05  -5.36   4.59 -12.54  -4.84   3.82
198404  -8.50   1.40  13.46  -5.52   1.44   9.92
198405 -10.69  -0.58  10.63  -8.26   0.12   6.92
198406 -15.45  -5.15   5.00 -13.07  -4.81   3.72
198407  -7.35   2.63  14.98  -4.87   2.75  12.01
198408 -15.16  -2.70   7.33 -11.80  -2.59   5.30
198409  -0.26  11.06  26.65   3.52  11.10  21.44
198410 -10.33   0.37  11.14  -7.45   0.45   6.81
198411 -11.79  -0.19  10.55  -7.64   0.26   6.89
198412 -12.42  -1.06   8.26  -7.90  -1.12   5.51
198501  -7.15   2.29  12.91  -4.29   2.41   8.33
198502  -0.80   9.24  26.66   1.23   9.41  19.71
198503  -7.20   1.55  13.47  -4.44   1.58   8.52
198504 -11.85  -1.09  10.79  -7.97  -0.99   7.89
